Port,Commodity,Customs Value (Gen) ($US),Vessel Customs Value (Gen) ($US),Vessel SWT (Gen) (kg),Air Customs Value (Gen) ($US),Air SWT (Gen) (kg),Customs Containerized Vessel Value (Gen) ($US),Containerized Vessel SWT (Gen) (kg)
"Baltimore, MD (Port)","2104 Soups, Broths & Preps; Homogenized Comp Food Preps",1497598,1497598,744829,,,1497598,744829
"Baltimore, MD (Port)","2105 Ice Cream And Other Edible Ice, With Cocoa Or Not",934898,934898,388792,,,934898,388792
"Baltimore, MD (Port)",2106 Food Preparations Nesoi,29826222,29826222,5631552,,,29776038,5612552
"Baltimore, MD (Port)","2201 Waters, Natural Etc, Not Sweetened Etc; Ice & Snow",190654,190654,458663,,,190654,458663
"Baltimore, MD (Port)","2202 Waters, Sweetened Etc & Oth Nonalc Beverages Nesoi",8798200,8798200,11062402,,,8798200,11062402
"Baltimore, MD (Port)",2203 Beer Made From Malt,78967659,78951248,84430974,,,78951248,84430974
"Baltimore, MD (Port)",2204 Wine Of Fresh Grapes; Grape Must Nesoi,97533702,97321219,32092173,,,97229067,32071856
"Baltimore, MD (Port)",2205 Vermouth & Oth Wine Of Fresh Grapes Spec Flavored,1549618,1549618,731749,,,1549618,731749
"Baltimore, MD (Port)","2206 Fermented Beverages Nesoi (cider, Perry, Mead Etc)",886675,886675,793756,,,886675,793756
"Baltimore, MD (Port)","2207 Ethyl Alcohol, Undenat, Nun80% Alc; Alcohol, Denat",29961667,29961667,31112285,,,,
"Baltimore, MD (Port)","2208 Ethyl Alcohol, Undenat, Und80% Alc; Spirit Beverag",205195841,204687163,33758414,,,201188931,33073268
"Baltimore, MD (Port)",2209 Vinegar & Substitutes For Vinegar From Acetic Acid,3917039,3917039,2600270,,,3917039,2600270
"Baltimore, MD (Port)","2301 Flour, Meal Etc Of Meat Etc, Not For Human; Greavs",3332923,3332923,3512009,,,3332923,3512009
"Baltimore, MD (Port)","2302 Bran, Sharps Etc From Working Cereals & Leg Plants",16992,16992,14016,,,16992,14016
"Baltimore, MD (Port)","2304 Soybean Oilcake & Oth Solid Residue, Wh/not Ground",89460,89460,132300,,,89460,132300
"Baltimore, MD (Port)","2306 Oilcake Etc Nesoi, From Veg Fats & Oils Nesoi",8224,8224,17010,,,8224,17010
"Baltimore, MD (Port)",2309 Preparations Used In Animal Feeding,15038876,15038876,6959541,,,15038876,6959541
"Baltimore, MD (Port)","2401 Tobacco, Unmanufactured; Tobacco Refuse",9117307,9117307,5149156,,,9117307,5149156
"Baltimore, MD (Port)","2402 Cigars, Cigarettes Etc., Of Tobacco Or Substitutes",564291,123200,2140,,,123200,2140
"Baltimore, MD (Port)",2403 Tobacco & Tobacco Subst Mfrs Nesoi; Tob Proces Etc,60000,60000,18300,,,60000,18300
"Baltimore, MD (Port)","5101 Wool, Not Carded Or Combed",96567,96567,39151,,,96567,39151
"Baltimore, MD (Port)","5208 Woven Cotton Fabrics, Nu 85% Cot, Wt Nov 200 G/m2",2494288,2493799,108513,489,107,2493799,108513
"Baltimore, MD (Port)","5209 Woven Cotton Fabrics, Nu 85% Cot, Wt Ov 200 G/m2",1148425,1148425,206861,,,1148425,206861
"Baltimore, MD (Port)","5210 Woven Cotton Fabrics, Un85%cot, mmfmix, Nov200g/m2",90065,90065,15463,,,90065,15463
"Baltimore, MD (Port)","5305 Coconut, Abaca, Ramie Etc Nesoi, Raw Etc; Tow Etc",43362,43362,8150,,,43362,8150
"Baltimore, MD (Port)",5309 Woven Fabrics Of Flax,17270,14051,1163,3219,64,14051,1163
"Baltimore, MD (Port)",5310 Woven Fabrics Of Jute Or Oth Text Bast Fiber Nesoi,44680,44680,33777,,,44680,33777
"Baltimore, MD (Port)",5311 Wov Fab Of Ot Veg Textile Fib Wov Fab Of ppr Yarn,37616,37616,4170,,,37616,4170
"Baltimore-Washington International Airport, MD (Port)","0106 Animals, Live, Nesoi",5390,,,5390,124,,
"Baltimore-Washington International Airport, MD (Port)","0302 Fish, Fresh Or Chilled (no Fillets Or Other Meat)",221961,,,221961,53541,,
"Baltimore-Washington International Airport, MD (Port)","0304 Fish Fillets & Oth Fish Meat, Fresh, Chill Or Froz",186257,,,186257,18035,,
"Baltimore-Washington International Airport, MD (Port)","0305 Fish, Dried, Salted Etc, Smoked Etc; Ed Fish Meal",11831,,,11831,463,,
"Baltimore-Washington International Airport, MD (Port)",0901 Coffee; Coffee Husks Etc; Substitutes With Coffee,56897,,,56897,2072,,
"Baltimore-Washington International Airport, MD (Port)","0902 Tea, Whether Or Not Flavored",10026,,,10026,722,,
"Baltimore-Washington International Airport, MD (Port)","0910 Ginger, Saffron, Tumeric, Thyme, Bay Leaves Etc.",8750,,,8750,4,,
"Baltimore-Washington International Airport, MD (Port)","1211 Plants Etc For Pharmacy, Perfume, Insecticides Etc",16057,,,16057,2800,,
"Baltimore-Washington International Airport, MD (Port)","1301 Lac; Natural Gums, Resins, Gum-resins And Balsams",14430,,,14430,883,,
"Baltimore-Washington International Airport, MD (Port)",1302 Veg Saps & Extracts; Pectates Etc; Agar-agar Etc.,8848,,,8848,381,,
"Baltimore-Washington International Airport, MD (Port)","1516 An Or Veg Fats & Oils, Hydrogen Etc, Not Fur Prep",18617,,,18617,237,,
"Baltimore-Washington International Airport, MD (Port)",1901 Malt Ext; Food Prep Of Flour Etc Un 40% Cocoa Etc,7000,,,7000,1682,,
"Baltimore-Washington International Airport, MD (Port)","2008 Fruit, Nuts Etc Prepared Or Preserved Nesoi",14000,,,14000,526,,
"Baltimore-Washington International Airport, MD (Port)",2009 Fruit Juice Nt Frtfd W Vit/mnl Veg Juice No Spirit,13600,,,13600,10794,,
"Baltimore-Washington International Airport, MD (Port)",5112 Woven Fabrics Of Combed Wool Or Fine Animal Hair,96097,,,96097,1347,,
"Baltimore-Washington International Airport, MD (Port)","5208 Woven Cotton Fabrics, Nu 85% Cot, Wt Nov 200 G/m2",1336,,,1336,148,,
"Baltimore-Washington International Airport, MD (Port)","5210 Woven Cotton Fabrics, Un85%cot, mmfmix, Nov200g/m2",30498,,,30498,3677,,
"Baltimore-Washington International Airport, MD (Port)","5211 Woven Cotton Fabrics, Un85%cot, mmfmix, Ov200g/m2",1111,,,1111,73,,
"Baltimore-Washington International Airport, MD (Port)",5309 Woven Fabrics Of Flax,6570,,,6570,108,,
"Baltimore-Washington International Airport, MD (Port)",5310 Woven Fabrics Of Jute Or Oth Text Bast Fiber Nesoi,1291,,,1291,40,,
"Boston, MA (Port)","0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen",103059,103059,8208,,,103059,8208
"Boston, MA (Port)","0204 Meat Of Sheep Or Goats, Fresh, Chilled Or Frozen",219509,219509,19922,,,219509,19922
"Boston, MA (Port)","0206 Ed Offal, Bovine, Swine, Sheep, Goat, Horse, Etc.",103746,103746,20886,,,103746,20886
"Boston, MA (Port)","0210 Meat & Ed Offal Salted, Dried Etc. & Flour & Meal",340855,340855,35773,,,340855,35773
"Boston, MA (Port)","0302 Fish, Fresh Or Chilled (no Fillets Or Other Meat)",468351,468351,81281,,,468351,81281
"Boston, MA (Port)","0303 Fish, Frozen (no Fish Fillets Or Other Fish Meat)",44713553,44713553,12840855,,,43848012,12553382
"Boston, MA (Port)","0304 Fish Fillets & Oth Fish Meat, Fresh, Chill Or Froz",376865695,376865695,79878649,,,374778671,79650569
"Boston, MA (Port)","0305 Fish, Dried, Salted Etc, Smoked Etc; Ed Fish Meal",8297044,8297044,1658872,,,8297044,1658872
"Boston, MA (Port)",0306 Crustaceans Live Frsh Etc Smoked/cooked Flours Etc,11122115,11122115,1088555,,,11122115,1088555
"Boston, MA (Port)",0307 Molluscs Live Fresh Etc; Smoked; Flours Etc Edible,117394933,117394933,17823808,,,117394933,17823808
"Boston, MA (Port)",0405 Butter And Other Fats And Oils Derived From Milk,17706,17706,2987,,,17706,2987
"Boston, MA (Port)",0406 Cheese And Curd,925267,925267,148587,,,925267,148587
"Boston, MA (Port)","0409 Honey, Natural",32550,21181,2067,,,21181,2067
"Boston, MA (Port)","0410 Edible Products Of Animal Origin, Nesoi",19332,19332,1134,,,19332,1134
"Boston, MA (Port)",0505 Bird Skins & Other Feathered Parts And Down,204753,204753,13603,,,204753,13603
"Boston, MA (Port)","0506 Bones & Horn-cores, Unworked Etc; Powder & Waste",249864,249864,163390,,,249864,163390
"Boston, MA (Port)","0508 Coral, Shell Of Molluscs Etc Unworked Powder/waste",1646648,1646648,1952967,,,1646648,1952967
"Boston, MA (Port)","0511 Animal Products Nesoi; Dead Animals, Inedible Etc.",3123903,3123903,1449719,,,3115050,1448576
"Boston, MA (Port)","0604 Foliage, Grasses Etc For Bouquets Etc, Prepared",149919,149919,56847,,,149919,56847
"Boston, MA (Port)","0706 Carrots, Turnips & Other Edible Roots, Fr Or Chill",371790,371790,1156700,,,371790,1156700
"Boston, MA (Port)","0709 Vegetables Nesoi, Fresh Or Chilled",6870,6870,1155,,,6870,1155
"Boston, MA (Port)","0710 Vegetables (raw Or Cooked By Steam Etc), Frozen",346600,346600,82643,,,346600,82643
"Boston, MA (Port)","0711 Vegetables, Temporarily Preserved, Not Now Edible",18454,18454,20462,,,18454,20462
"Boston, MA (Port)","0712 Vegetables, Dried, Whole, Cut Etc., No Added Prep",74358,74358,66250,,,74358,66250
"Boston, MA (Port)","0713 Leguminous Vegetables, Dried Shelled",484144,484144,360607,,,484144,360607
"Boston, MA (Port)","0801 Coconuts, Brazil Nuts & Cashew Nuts, Fresh Or Dry",525110,525110,244196,,,525110,244196
"Boston, MA (Port)","0802 Nuts Nesoi, Fresh Or Dried",4265,4265,400,,,4265,400
"Boston, MA (Port)","0804 Dates, Figs, Pineapples, Avocados Etc, Fr Or Dried",15408,15408,2488,,,15408,2488
"Boston, MA (Port)","0810 Fruit Nesoi, Fresh",27190,27190,10200,,,27190,10200
"Boston, MA (Port)","0811 Fruit & Nuts (raw Or Cooked By Steam Etc), Frozen",25160,25160,17760,,,25160,17760
"Boston, MA (Port)",0813 Fruit Dried Nesoi; Mixtures Of Nuts Or Dried Fruit,2334,2334,304,,,2334,304
"Boston, MA (Port)",0901 Coffee; Coffee Husks Etc; Substitutes With Coffee,1390266,1390266,390574,,,1390266,390574
"Boston, MA (Port)","0902 Tea, Whether Or Not Flavored",38493,38493,2986,,,26949,1735
"Boston, MA (Port)","0904 Pepper, Genus Piper; Genus Capsicum Or Pimenta",97972,97972,26563,,,97972,26563
"Boston, MA (Port)",0905 Vanilla,17250,17250,953,,,17250,953
"Boston, MA (Port)",0906 Cinnamon And Cinnamon-tree Flowers,2998,2998,406,,,2998,406
"Boston, MA (Port)","0908 Nutmeg, Mace And Cardamoms",13936,13936,604,,,13936,604
"Boston, MA (Port)",0909 Seeds Anise Badian Fennl Coriandr Etc; Junpr Berrs,118466,118466,67193,,,118466,67193
"Boston, MA (Port)","0910 Ginger, Saffron, Tumeric, Thyme, Bay Leaves Etc.",49814,49814,15389,,,49814,15389
"Boston, MA (Port)",1006 Rice,1749740,1749740,1635766,,,1749740,1635766
"Boston, MA (Port)",1101 Wheat Or Meslin Flour,77424,77424,127198,,,77424,127198
"Boston, MA (Port)","1102 Cereal Flours, Except Of Wheat Or Of Meslin",16136,16136,16363,,,16136,16363
"Boston, MA (Port)","1103 Cereal Groats, Meal And Pellets",16898,16898,15395,,,16898,15395
"Boston, MA (Port)","1107 Malt, Whether Or Not Roasted",3746390,3746390,4940097,,,3746390,4940097
"Boston, MA (Port)",1108 Starches; Inulin,15300,15300,20180,,,15300,20180
"Boston, MA (Port)","1201 Soybeans, Whether Or Not Broken",782750,782750,1058179,,,782750,1058179
"Boston, MA (Port)","1207 Oil Seeds & Oleaginous Fruits Nesoi, Broken Or Not",1266136,1266136,766005,,,1266136,766005
"Boston, MA (Port)","1209 Seeds, Fruit And Spores, For Sowing",12359,12359,727,,,12359,727
"Boston, MA (Port)","1210 Hop Cones, Fresh Or Dried; Lupulin",13171,13171,1250,,,13171,1250
"Boston, MA (Port)","1211 Plants Etc For Pharmacy, Perfume, Insecticides Etc",67915,67915,115693,,,67915,115693
"Boston, MA (Port)","1212 Locust Beans, Seaweed, S Beet & Cane; Fr Pits Etc.",149064,149064,22528,,,149064,22528
"Boston, MA (Port)","1214 Rutabagas, Hay, Clover & Other Forage Products",8366,8366,1041,,,8366,1041
"Boston, MA (Port)","1301 Lac; Natural Gums, Resins, Gum-resins And Balsams",1035280,1035280,140704,,,1035280,140704
"Boston, MA (Port)",1302 Veg Saps & Extracts; Pectates Etc; Agar-agar Etc.,4605928,4605928,164172,,,4605928,164172
"Boston, MA (Port)","1401 Vegetable Plaiting Materials (bamboos, Reeds Etc.)",85650,85650,74670,,,85650,74670
"Boston, MA (Port)",1404 Vegetable Products Nesoi,98001,98001,8015,,,98001,8015
"Boston, MA (Port)","1504 Fats & Oils, Their Fractions, Fish & Marine Mammal",575157,575157,127979,,,557772,124881
"Boston, MA (Port)","1509 Olive Oil & Its Fractions, Not Chemically Modified",26879061,26879061,9244733,,,26879061,9244733
"Boston, MA (Port)",1510 Olive-residue Oil & Blends (1509&1510) Nt Chem Mod,937249,937249,459735,,,937249,459735
"Boston, MA (Port)","1511 Palm Oil & Its Fractions, Not Chemically Modified",1351386,1351386,1509615,,,,
"Boston, MA (Port)","1512 Sunfl-seed, Safflow Or Cottonsd Oil Etc, No Ch Mod",133182,133182,72283,,,133182,72283
"Boston, MA (Port)","1513 Coconut, Palm Kernel Or Babassu Oil Etc, No Ch Mod",75966636,75966636,59352539,,,8904452,5361625
"Boston, MA (Port)","1515 Fixed Veg Fats & Oils Nesoi Etc, Not Chem Modified",3387844,3387844,837329,,,3387844,837329
"Boston, MA (Port)","1516 An Or Veg Fats & Oils, Hydrogen Etc, Not Fur Prep",176005,176005,64064,,,176005,64064
"Boston, MA (Port)",1517 Margarine; Edible Mixtures Etc An Or Veg Fat & Oil,6825,6825,1649,,,6825,1649
"Boston, MA (Port)","1521 Veg Waxes Nesoi, Beeswax Etc And Spermaceti",249120,249120,56220,,,249120,56220
"Boston, MA (Port)","1602 Prepared Or Preserv Meat, Meat Offal & Blood Nesoi",22784,22784,7448,,,22784,7448
"Boston, MA (Port)",1604 Prep Or Pres Fish; Caviar & Caviar Substitutes,8539736,8539736,2294889,,,8530911,2294351
"Boston, MA (Port)","1605 Crustaceans, Molluscs Etc. Prepared Or Preserved",26101440,26101440,3156825,,,26101440,3156825
"Boston, MA (Port)","1701 Cane Or Beet Sugar & Chem Pure Sucrose, Solid Form",22777,22777,13960,,,22777,13960
"Boston, MA (Port)","1702 Sugars Nesoi, Incl Chem Pure Lactose Etc; Caramel",103960,103960,79320,,,103960,79320
"Boston, MA (Port)","1704 Sugar Confection (incl White Chocolate), No Cocoa",2298176,2298176,487494,,,2298176,487494
"Boston, MA (Port)","1801 Cocoa Beans, Whole Or Broken, Raw Or Roasted",73901,73901,9166,,,73901,9166
"Boston, MA (Port)","1804 Cocoa Butter, Fat And Oil",34690,34690,7435,,,34690,7435
"Boston, MA (Port)","1805 Cocoa Powder, Not Sweetened",5037616,5037616,967849,,,5037616,967849
"Boston, MA (Port)",1806 Chocolate & Other Food Products Containing Cocoa,22885963,22885963,3384663,,,22885963,3384663
"Boston, MA (Port)",1901 Malt Ext; Food Prep Of Flour Etc Un 40% Cocoa Etc,926974,926974,283445,,,926974,283445
"Boston, MA (Port)","1902 Pasta, Prepared Or Not; Couscous, Prepared Or Not",4651223,4651223,3892143,,,4651223,3892143
"Boston, MA (Port)","1904 Foods Prep By Swell Cereal; Cereal Nesoi, Grain Fm",48275,48275,91700,,,48275,91700
"Boston, MA (Port)","1905 Bread, Pastry, Cakes Etc; Comm Wafrs, Emp Caps Etc",4919109,4919109,1230849,,,4919109,1230849
"Boston, MA (Port)","2001 Veg, Fruit, Nuts Etc, Prep Or Pres By Vinegar Etc",2360579,2360579,1249132,,,2360579,1249132
"Boston, MA (Port)",2002 Tomatoes Prepared Or Preserved Nesoi,32381,32381,24748,,,32381,24748
"Boston, MA (Port)",2003 Mushrooms And Truffles Prepared Or Preserved Nesoi,359476,359476,278234,,,359476,278234
"Boston, MA (Port)","2005 Vegetables Nesoi Prepared Etc Nesoi, Not Frozen",8148356,8148356,5785617,,,7972792,5705887
"Boston, MA (Port)","2006 Veg/fruit/nuts/fruit-peel Etc, Preserved By Sugar",27229,27229,10618,,,27229,10618
"Boston, MA (Port)","2007 Jams, Fruit Jellies, Marmalades Etc, Cooked",369096,369096,185040,,,369096,185040
"Boston, MA (Port)","2008 Fruit, Nuts Etc Prepared Or Preserved Nesoi",3612078,3612078,3102322,,,3422976,2874794
"Boston, MA (Port)",2009 Fruit Juice Nt Frtfd W Vit/mnl Veg Juice No Spirit,1482332,1482332,865161,,,1482332,865161
"Boston, MA (Port)","2101 Extracts Etc Of Coffee, Tea Or Mate; Roast Chicory",215420,215420,24747,,,215420,24747
"Boston, MA (Port)",2102 Yeasts; Dead Sing-cell Micro-org Nesoi; Bak Powder,38701,38701,2123,,,38701,2123
"Boston, MA (Port)","2103 Sauces & Prep; Mixed Condiments, Mustard Flour Etc",2331966,2331966,2885670,,,2331966,2885670
"Boston, MA (Port)","2105 Ice Cream And Other Edible Ice, With Cocoa Or Not",517162,517162,163350,,,517162,163350
"Boston, MA (Port)",2106 Food Preparations Nesoi,13422462,13422462,2984314,,,13414559,2983930
"Boston, MA (Port)","2201 Waters, Natural Etc, Not Sweetened Etc; Ice & Snow",2586952,2586952,2932349,,,2582620,2918868
"Boston, MA (Port)","2202 Waters, Sweetened Etc & Oth Nonalc Beverages Nesoi",2018079,2018079,2597612,,,2014543,2586609
"Boston, MA (Port)",2203 Beer Made From Malt,64503561,64503561,71015376,,,64503561,71015376
"Boston, MA (Port)",2204 Wine Of Fresh Grapes; Grape Must Nesoi,176703704,176703704,56592227,,,176697914,56590835
"Boston, MA (Port)",2205 Vermouth & Oth Wine Of Fresh Grapes Spec Flavored,1422430,1422430,608514,,,1422430,608514
"Boston, MA (Port)","2206 Fermented Beverages Nesoi (cider, Perry, Mead Etc)",3110867,3110867,2501233,,,3110867,2501233
"Boston, MA (Port)","2207 Ethyl Alcohol, Undenat, Nun80% Alc; Alcohol, Denat",58756937,58756937,61023299,,,35512,21424
"Boston, MA (Port)","2208 Ethyl Alcohol, Undenat, Und80% Alc; Spirit Beverag",178060165,177553639,31664469,,,177553639,31664469
"Boston, MA (Port)",2209 Vinegar & Substitutes For Vinegar From Acetic Acid,634411,634411,465031,,,634411,465031
"Boston, MA (Port)",2303 Residues Of Starch Mfr Or Sugar Mfr Or Brewing Etc,82938,82938,1511527,,,82938,1511527
"Boston, MA (Port)",2309 Preparations Used In Animal Feeding,3435336,3435336,601781,,,3435336,601781
"Boston, MA (Port)","2401 Tobacco, Unmanufactured; Tobacco Refuse",4123,4123,41382,,,4123,41382
"Boston, MA (Port)",2403 Tobacco & Tobacco Subst Mfrs Nesoi; Tob Proces Etc,5635,5635,730,,,5635,730
"Boston, MA (Port)",4101 Raw Hides & Skins Of Bovine Or Equine Animals,492623,492623,49815,,,372684,32128
"Boston, MA (Port)","4104 Bovine Or Equine Leather, No Hair Nesoi",173511,173511,6901,,,173511,6901
"Boston, MA (Port)","4107 Leather Furt Prep Aft Tan/crust, No Hair On,nes",492437,492437,47053,,,492437,47053
"Boston, MA (Port)","4115 Comps. Lthr,fbr Slb/sht/srp;lthr Wst/dust/pwd/flou",1380527,1380527,240012,,,1286787,229229
"Boston, MA (Port)","5101 Wool, Not Carded Or Combed",474609,474609,142229,,,474609,142229
"Boston, MA (Port)","5102 Fine Or Coarse Animal Hair, Not Carded Or Combed",14062,14062,14856,,,14062,14856
"Boston, MA (Port)",5103 Waste Of Wool Or Of Fine Or Coarse Animal Hair,915873,915873,509697,,,915873,509697
"Boston, MA (Port)",5104 Garnetted Stock Of Wool/fine Or Coarse Animal Hair,18563,18563,18517,,,18563,18517
"Boston, MA (Port)","5105 Wool & Fine Or Coarse Animal Hair, Carded & Combed",346865,346865,34593,,,200770,27526
"Boston, MA (Port)","5106 Yarn Of Carded Wool, Not Put Up For Retail Sale",20148,20148,4676,,,20148,4676
"Boston, MA (Port)","5109 Yarn Of Wool Or Fine Animal Hair, For Retail Sale",251289,251289,8764,,,247146,8469
"Boston, MA (Port)",5111 Woven Fabrics Of Carded Wool Or Fine Animal Hair,94423,94423,11845,,,94423,11845
"Boston, MA (Port)",5112 Woven Fabrics Of Combed Wool Or Fine Animal Hair,3536960,3536960,38146,,,3536960,38146
"Boston, MA (Port)",5205 Cotton Yarn (not Sewing Thread) Nu85%cot No Retail,180777,180777,59858,,,180777,59858
"Boston, MA (Port)",5207 Cotton Yarn (not Sewing Thread) Retail Packed,175119,175119,7995,,,175119,7995
"Boston, MA (Port)","5208 Woven Cotton Fabrics, Nu 85% Cot, Wt Nov 200 G/m2",1962749,1962749,186022,,,1962749,186022
"Boston, MA (Port)","5209 Woven Cotton Fabrics, Nu 85% Cot, Wt Ov 200 G/m2",378836,378836,32117,,,378836,32117
"Boston, MA (Port)","5210 Woven Cotton Fabrics, Un85%cot, mmfmix, Nov200g/m2",967526,967526,117260,,,967526,117260
"Boston, MA (Port)","5211 Woven Cotton Fabrics, Un85%cot, mmfmix, Ov200g/m2",470651,470651,39996,,,470651,39996
"Boston, MA (Port)",5212 Woven Cotton Fabrics Nesoi,57379,57379,1918,,,57379,1918
"Boston, MA (Port)","5301 Flax, Raw Etc But Not Spun; Flax Tow And Waste",151295,151295,101077,,,151295,101077
"Boston, MA (Port)","5305 Coconut, Abaca, Ramie Etc Nesoi, Raw Etc; Tow Etc",566924,566924,224392,,,566924,224392
"Boston, MA (Port)",5306 Flax Yarn,207632,207632,14023,,,207632,14023
"Boston, MA (Port)",5307 Yarn Of Jute & Other Textile Bast Fibers Nesoi,681158,681158,441296,,,681158,441296
"Boston, MA (Port)",5308 Yarn Of Vegetable Textile Fibers Nesoi; Paper Yarn,6116,6116,400,,,6116,400
"Boston, MA (Port)",5309 Woven Fabrics Of Flax,223892,223892,22212,,,223892,22212
"Boston, MA (Port)",5310 Woven Fabrics Of Jute Or Oth Text Bast Fiber Nesoi,39196,39196,16131,,,39196,16131
"Boston, MA (Port)",5311 Wov Fab Of Ot Veg Textile Fib Wov Fab Of ppr Yarn,707,707,80,,,707,80
"Bridgeport, CT (Port)","0704 Cabbages, Cauliflower, Kale Etc, Fresh Or Chilled",5580,,,,,,
"Bridgeport, CT (Port)","0706 Carrots, Turnips & Other Edible Roots, Fr Or Chill",2275,,,,,,
"Fall River, MA (Port)","0304 Fish Fillets & Oth Fish Meat, Fresh, Chill Or Froz",171002,171002,10084,,,171002,10084
"Fall River, MA (Port)","0910 Ginger, Saffron, Tumeric, Thyme, Bay Leaves Etc.",28988,,,28988,55,,
"Fall River, MA (Port)",1604 Prep Or Pres Fish; Caviar & Caviar Substitutes,5160,5160,954,,,5160,954
"Fall River, MA (Port)",2204 Wine Of Fresh Grapes; Grape Must Nesoi,77122,77122,13800,,,77122,13800
"Fall River, MA (Port)","2208 Ethyl Alcohol, Undenat, Und80% Alc; Spirit Beverag",376201,376201,66244,,,376201,66244
"Hartford, CT (Port)","5208 Woven Cotton Fabrics, Nu 85% Cot, Wt Nov 200 G/m2",2430,,,2430,121,,
"Logan Airport, MA (Port)","0106 Animals, Live, Nesoi",469381,,,469381,4591,,
